	F1norm_rprr	datasetname	k	knownmodules	method	perccutoff	precision	recall	recovery	relevance	runningtime
892	2.8308906643199148	yeast_dream5	100.0	minimal	ica_percentage	0.05	0.117373964079341	0.021734909570102753	0.09287644305526004	0.14766314379596357	40.56709408760071
893	1.953113766357107	yeast_dream5	100.0	interconnected	ica_percentage	0.05	0.10143591459113921	0.008481876155097694	0.08231761033765768	0.1343664191667071	40.56709408760071
894	2.417416039941471	yeast_dream5	100.0	strict	ica_percentage	0.02	0.06331279885073543	0.026723464789861835	0.10755513449061103	0.19914479653432193	43.988116979599
895	3.187833899903647	yeast_dream5	100.0	minimal	ica_percentage	0.02	0.047973716980252726	0.04702882303756891	0.09549219816445415	0.17443166058655354	43.988116979599
896	2.72151867259123	yeast_dream5	100.0	interconnected	ica_percentage	0.02	0.05571502133010046	0.021915671936209673	0.09304764210503941	0.17621838867290607	43.988116979599
897	2.479058633145859	yeast_dream5	100.0	strict	ica_percentage	0.01	0.03778203286626694	0.03405525495396156	0.12000139645777373	0.19223068748770905	43.80819487571716
898	2.7984578681184624	yeast_dream5	100.0	minimal	ica_percentage	0.01	0.021164293794163822	0.045466590421775185	0.09552524194670406	0.16990849563096694	43.80819487571716
899	2.6451636485553776	yeast_dream5	100.0	interconnected	ica_percentage	0.01	0.030023475860556093	0.025476543864303456	0.09674217125536076	0.16786165986274595	43.80819487571716
900	1.4181755112878232	yeast_dream5	100.0	strict	ica_percentage	0.005	0.009432354306947648	0.018443454843335524	0.15440734322699134	0.09635304574342303	43.44844388961792
901	1.8985136967706195	yeast_dream5	100.0	minimal	ica_percentage	0.005	0.007268225840071139	0.02801172688133484	0.10178500970668983	0.1383008494417834	43.44844388961792
902	2.097669366266148	yeast_dream5	100.0	interconnected	ica_percentage	0.005	0.011231932913786083	0.018553315468467693	0.1130127088183716	0.13568319851552527	43.44844388961792
903	0.01243748511463747	yeast_dream5	100.0	strict	ica_percentage	0.002	3.281054132835309e-05	0.0002633631972586898	0.05718954248366013	0.006073424472722575	40.35400605201721
904	0.4398659068238453	yeast_dream5	100.0	minimal	ica_percentage	0.002	0.0008877061098593867	0.00828595433502188	0.13222393548480504	0.06012614026879599	40.35400605201721
905	0.5629984635374377	yeast_dream5	100.0	interconnected	ica_percentage	0.002	0.0015557093126652816	0.003998909210592499	0.1437453577649656	0.0431866327582588	40.35400605201721
906	0.0	yeast_dream5	100.0	strict	ica_percentage	0.001	0.0	0.0	0.0	0.0	38.092625856399536
907	0.0	yeast_dream5	100.0	minimal	ica_percentage	0.001	0.0	0.0	0.0	0.0	38.092625856399536
908	0.0	yeast_dream5	100.0	interconnected	ica_percentage	0.001	0.0	0.0	0.0	0.0	38.092625856399536
909	0.0	yeast_dream5	100.0	strict	ica_percentage	0.0005	0.0	0.0	0.0	0.0	41.19973802566528
910	0.0	yeast_dream5	100.0	minimal	ica_percentage	0.0005	0.0	0.0	0.0	0.0	41.19973802566528
911	0.0	yeast_dream5	100.0	interconnected	ica_percentage	0.0005	0.0	0.0	0.0	0.0	41.19973802566528
912	0.7577084783956236	yeast_dream5	150.0	strict	ica_percentage	0.1	0.14216543670131285	0.0025516002611680345	0.08070228066877116	0.11937833437803347	91.28503203392029
913	1.5695199608568686	yeast_dream5	150.0	minimal	ica_percentage	0.1	0.16408425441220423	0.004834516389725	0.08713511773449993	0.11382838117607484	91.28503203392029
914	0.7776739993715092	yeast_dream5	150.0	interconnected	ica_percentage	0.1	0.1271290663218333	0.0016303251258994807	0.0709558389077332	0.10146973268664763	91.28503203392029
915	1.706818209273488	yeast_dream5	150.0	strict	ica_percentage	0.05	0.14300705539797973	0.009832434141690754	0.09121344825381392	0.17564862480873136	94.69509601593018
916	2.623013804950377	yeast_dream5	150.0	minimal	ica_percentage	0.05	0.13869852183821313	0.016922834621604935	0.08559210253111836	0.15370910514912275	94.69509601593018
917	1.736395541738713	yeast_dream5	150.0	interconnected	ica_percentage	0.05	0.12135542285861232	0.006310050687799007	0.07666575964796869	0.1416912554051682	94.69509601593018
918	2.382393072600059	yeast_dream5	150.0	strict	ica_percentage	0.02	0.07623914179119538	0.023602698017990264	0.10326840254114086	0.21349545500810035	123.83701205253601
919	3.043758490927946	yeast_dream5	150.0	minimal	ica_percentage	0.02	0.055108416368407936	0.03954827307594028	0.08625303132452544	0.1836990837347868	123.83701205253601
920	2.4654986340179983	yeast_dream5	150.0	interconnected	ica_percentage	0.02	0.05997835725089162	0.016222746690427774	0.0858165761321474	0.17268253402511005	123.83701205253601
921	2.4890889318286553	yeast_dream5	150.0	strict	ica_percentage	0.01	0.04007937845242474	0.031702627525486055	0.11660413858348322	0.20798605457353472	98.89937114715576
