	F1norm_rprr	cutoff	datasetname	k	knownmodules	m	method	precision	recall	recovery	relevance	runningtime
1848	2.462658305820061	0.2	yeast_dream5	25.0	minimal	1.01	cmeans	0.018400632521869045	0.035585579927375446	0.12696285361599674	0.09675499971113817	54.92629313468933
1849	1.9926555754167128	0.2	yeast_dream5	25.0	interconnected	1.01	cmeans	0.019648967659845057	0.014744832376194618	0.11739521975490436	0.08908764861449317	54.92629313468933
1850	1.7585497966531705	0.2	yeast_dream5	25.0	strict	1.01	cmeans	0.02488598519683656	0.018059441273785296	0.12454365672206195	0.10843818190296219	54.92629313468933
1851	2.5167251042779504	0.2	yeast_dream5	25.0	minimal	1.02	cmeans	0.019809690789964907	0.03442712273211237	0.1286200255745218	0.09843502866393612	57.343913078308105
1852	2.0277113432246496	0.2	yeast_dream5	25.0	interconnected	1.02	cmeans	0.02223127314307575	0.01468455719426493	0.11752712520387888	0.0893300483446718	57.343913078308105
1853	1.804812991444766	0.2	yeast_dream5	25.0	strict	1.02	cmeans	0.028425979213913197	0.018385131571573777	0.12527217165265378	0.10856953934642133	57.343913078308105
1854	2.504461401513846	0.2	yeast_dream5	25.0	minimal	1.05	cmeans	0.020521175395115228	0.03329259280934145	0.13007792458256356	0.09571562861403493	57.988605976104736
1855	2.0216279008653673	0.2	yeast_dream5	25.0	interconnected	1.05	cmeans	0.02274013559950395	0.014282782820691705	0.1190658575708044	0.0883715604513908	57.988605976104736
1856	1.7977743047305341	0.2	yeast_dream5	25.0	strict	1.05	cmeans	0.029818581012248383	0.01805294757045557	0.12383317129960533	0.1076063654615633	57.988605976104736
1857	2.466566898812145	0.2	yeast_dream5	25.0	minimal	1.1	cmeans	0.022571717726396694	0.03053806331726699	0.12380815818638186	0.09410697387279904	54.84970784187317
1858	1.9736767408367075	0.2	yeast_dream5	25.0	interconnected	1.1	cmeans	0.024708088875012902	0.01348639837124142	0.11576916797425543	0.08521093728827665	54.84970784187317
1859	1.7875202547195768	0.2	yeast_dream5	25.0	strict	1.1	cmeans	0.03443405791427558	0.018488510127862443	0.11715151051782711	0.103970347889569	54.84970784187317
